URL|NAME
https://www.walmart.com/browse/sports-outdoors/golf-equipment/4125_4161_4152|Sports & Outdoors > Golf Equipment
https://www.walmart.com/browse/beauty/new-arrivals/1085666_4427759|Beauty > New Arrivals
https://www.walmart.com/browse/auto-tires/wheels-and-rims/91083_4375198|Auto & Tires > Wheels and Rims
https://www.walmart.com/browse/textbooks/3920_582377|Textbooks
https://www.walmart.com/browse/kids-health-shop/976760_3460237?povid=H&W_AllDepartment_KidsMedicine_Rweb_060223|Kids' Health Shop
https://www.walmart.com/browse/music/rap-hip-hop-on-cds-vinyl/4104_4117|Music > Rap & Hip-Hop on CDs & Vinyl
https://www.walmart.com/shop/deals/auto|Deals > Auto
https://www.walmart.com/browse/personal-care/sun-care/1005862_1001508|Personal Care > Sun Care
https://www.walmart.com/browse/home-audio-theater/3944_77622|Home Audio & Theater
https://www.walmart.com/browse/sports-outdoors/pickleball/4125_4161_6675878|Pickleball
https://www.walmart.com/browse/digestive-health/976760_1396434?povid=H&W_AllDepartment_DigestiveHealth_Rweb_060223|Digestive Health
https://www.walmart.com/browse/musical-instruments/7796869|Musical Instruments
https://www.walmart.com/browse/home-improvement/shower-heads/1072864_1045879_1230843_9581595|Shower Heads
https://www.walmart.com/browse/arts-entertainment-books/3920_582321|Arts, Entertainment & Books
https://www.walmart.com/browse/auto-tires/vehicles/91083_5320758|Vehicles
https://www.walmart.com/browse/clothing/baby-clothing/5438_7712430_8775031|Baby Clothing
https://www.walmart.com/shop/back-to-college|Back to College
https://www.walmart.com/browse/seasonal/mindful-living-shop/1085632_8154447|Mindful Living Shop
https://www.walmart.com/browse/1085666_4820682_9411485|Unknown (URL does not specify a category)
https://www.walmart.com/browse/portable-audio/3944_96469|Portable Audio
https://www.walmart.com/shop/deals/baby|Baby Deals
https://www.walmart.com/browse/personal-care/sun-care/1005862_1001508|Sun Care
https://www.walmart.com/browse/sports-outdoors/soccer/4125_4161_432196|Soccer
https://www.walmart.com/browse/clothing/baby-clothing/5438_7712430_8775031?povid=FashionDepartment_BabyToddler|Baby Clothing
https://www.walmart.com/browse/party-occasions/gift-wrap-supplies/2637_9402292|Gift Wrap Supplies
https://www.walmart.com/browse/electronics/cd-changers-turntables/3944_77622_8375901_96890_49600|CD Changers & Turntables
https://www.walmart.com/browse/office-supplies/planners/1229749_8412191|Planners
https://www.walmart.com/browse/auto-tires/car-safety-car-security/91083_1074766|Car Safety & Car Security
https://www.walmart.com/browse/seasonal/personal-care-stock-up/1085632_9267270_7332448|Personal Care Stock Up
https://www.walmart.com/browse/home-improvement/personal-protective-equipment/1072864_1031899_7124246|Personal Protective Equipment
https://www.walmart.com/browse/movies-tv-shows/tv-shows-blu-ray/4096_6003122_8068379|TV Shows on Blu-ray
https://www.walmart.com/browse/crafting/fabric-apparel-crafting/1334134_6172404_3659773|Fabric & Apparel Crafting
https://www.walmart.com/browse/textbooks/3920_582377|Textbooks
https://www.walmart.com/browse/health/pain-relievers/976760_6972993?povid=H&W_AllDepartment_PainRelievers_Rweb_060223|Pain Relievers
https://www.walmart.com/shop/deals/all-home|All Home Deals
https://www.walmart.com/browse/patio-garden/patio-conversation-sets/5428_91416_3013177_1225084|Patio Conversation Sets
https://www.walmart.com/browse/patio-garden/outdoor-cushions/5428_1102183_1225353|Outdoor Cushions
https://www.walmart.com/shop/summer-gathering|Summer Gathering
https://www.walmart.com/browse/household-essentials/bathroom/1115193_1071965|Bathroom (Household Essentials)
https://www.walmart.com/browse/patio-garden/gas-grills/5428_4089_7375787_7991811|Gas Grills
