"The hotel is not well maintained and I was first greeted by a cranky man who works the overnight shift. I paid an extra $30. to check in early. My room was older, furniture quite beat up, very thin towels, rust around the drains. Then, heard pipes roar and feces started to fill the tub. A pipe burst. I called the front desk and the phone just rings. Then, I get dressed to go to the front and pass a man complaining about the broken ice machine and overflowing lobby trash cans. I return to make coffee in my room and the coffee maker had some crusty food stuffed where the water belongs. 
I have to pack up switch rooms for a non-feces room with clean plumbing, shower. 
The next room looked better except for the paint peeling off the wall and candy wrappers by the nightstand- no idea how housekeeping missed them! 
Breakfast is a frozen Costco breakfast sandwich with a bottle of water.
The manager says I'll be refunded one night, instead, I'm billed for an additional night which I wasn't there for!  After a $100 deposit, and a couple hundred taken off my card that won't be refunded until they process a refund correctly, not charge me for a refund?? And For their error, I was inconvenienced greatly -I am editing a lot because I think I've made my point. This hotel you are always dealing with a rude staff who are unsophisticated, zero customer service, or any care for their job. With a DND sign on your door, they will pound on your door and literally shrug saying ""oh...' 

The worst part, I'm having to go without nearly $400. for many days of my money while their bank processes a refund for funds not authorized to spend! The worst l hotel I've experienced in OC which is a shame because their corporate is so professional and Choice hotel group otherwise seems like a decent brand for basic, clean, average stays.",253jennifery,2021-04-06
"it is not 2.5 stars this is a motel  - an old hotel which is scary to go in!  at night when we arrived at the hotel we changed two rooms because the bed was a bed with someone else's hair and the bed was not cleaned, there were no towels in the rooms that were changed and we are still waiting for them in one room !!  there is a beetle in my soul, I am attaching a photo of the bed number and beetles",AlenaAlAl,2020-08-31
"This is an older property, but definitely clean and comfortable. Room rate was reasonable, staff were pleasant and helpful. Close to the freeway, but quiet. We had everything we needed. I would stay here again.",ellena750,2019-08-21
"I was looking for a two-night stay in a clean, safe, comfortable, quiet and reasonably priced location near Mission Viejo. I only stayed one night. My room was unmade when I checked in and had to request another room. I have a UV flashlight, and the bed linens and pillows were spotless. Aside from stains on the walls and a dirty towel on the floor in the bathroom, the room was clean. There was no noise from adjoining rooms, but the generator on the outside balcony ran continuously with no way to turn it off. I found the bed mattress to be very hard: my back and both hips were sore and I could not sleep—the primary reason I checked out a day early. I always felt safe, staff were pleasant and helpful, and the room was fairly priced. The breakfast was very good. As other reviewers have stated, the rooms are dated and in dire need of remodeling if management aspires to be more than a two-star hotel. Hard mattress and noisy generators were a huge down-side for me.",dr_cherylc808,2019-08-15
"We chose this for its proximity to a relative we were visiting.  It is adequate for a nights sleep.  Older, some paint peeling in bathroom.  

Breakfasts rise to the level table f adequate. No fresh fruits, just a banana and some clementines I f yo get there early.  Scrambled eggs and either sausage and bacon are the daily meals. Never change. It is however, clean and housekeeping was good.",ck348,2019-08-09
"Just got back from a 3night/4 day stay at the Quality Inn & Suites at Lake Forest, CA.
Great Experience.  Clean, Quite, and very comfortable.  Shout out to Alan and especially Lynda.  Goes that extra distance to assure comfort and value.",jeffreyh613,2019-08-05
"We had a last minute venue change and had to make a last minute hotel switch. There was only one desk clerk at 3:00 pm when we checked in. So things were slow. The room frankly has seen better days. The nightstand was being propped up by a wooden block and the drawer would not close. One of the drawers on the cabinet looked like it was going to fall off. The real problem came Saturday morning when we awoke to the sound of water running. There was water leaking from the ceiling of our bathroom. When I alerted the front desk they said maintenance would be in after 9:00 am. This was at 7:30 am. The clerk could of cared less and told me management was not available.. So we got dressed and left for our event but packed our bags in case we needed to move. We came back late Saturday night to discover that the water stopped leaking but there were pieces of ceiling in the tub and the wall was wet. So I don't believe anything was done. When I asked the desk , I was met with a blank stair and once again told the maintenence was not available. We gave up and went to bed. We tried one last time on Sunday morning to talk to management and were once again told no one is available. Please spend your money elsewhere. The owners really no not care about their guests. ",phyylismccain,2019-07-22
"I booked this hotel for the weekend and I left. The bedspread has stains, the sheets had pen marks, the cabinet where the fridge was is falling off and there was gum wedged in the back. The shower head wasn’t attached to the wall and the floor smelled like marijuana.   You can tell they’ve tried to update it but it’s very half-done. I went to the Marriott 5 miles away for the same price.",jennifereS4553FM,2019-07-13
"We travel with our 11 year old black Lab and are finding more and more places state they are pet friendly but then charge exorbitant fees and/or have weight limits.  This Orange County location is in an ideal freeway accessible location and does not charge a pet fee.  All size dogs are welcome.   We stayed in the old granary/silo portion which is beside the railroad tracks.  The room is industrial chic with lots of concrete, ergo, almost soundproof.  The room rate was extremely reasonable.",174diw,2019-04-22
"This Quality Inn is conveniently located off the freeways and is near a lot of restaurants. I have stayed here numerous times, always finding my room clean and comfortable. The staff is friendly and helpful.  Their rooms and conference rooms are the best deal in the city!",QIresident,2019-04-17
"The price was excellent and the staff was very friendly and helpful. However, the hotel itself is showing its age.  My room faced the highway and I heard it all night. If the doors and windows were updated it would definitely cut down on the highway noise. 
The free breakfast was good. ",mikekennedyauthor,2019-02-10
"I was on crutches and needed help with luggage, but nobody offed to help. Room was OK but dated. good size and quiet.  The location was good close to major freeways and a McDonalds next door. I only stayed one night and over-slept so I was not able to sample the free breakfast,",803phillipo,2018-11-22
"I had a reservation for this place last week it was unfortunate when I came in to register the manager Penny Fleming was sitting down at the desk( I thought it was unusual for someone to be siting down) she made no eye contact with me and didn't even say hello.  This rude horrible manager was so disrespectful to me that she just wanted to argue about everything.
Why is a manager sitting behind a check in desk and not managing her motel.
What ever you do please try not to check in to this place before check in at 3pm or you will be rebranded by the manager.
I asked her several times if my room was ready it was 11:15 am and she told me over and over again that check in was at 3pm. She never did respond to my question, she just wanted to pick a fight.
I have stayed in numerous choice hotels throughout the years and never has a problem checking in before 3 pm until I came to this rude manager.
After arguing with me for about 5 minutes she then says she can check me in at noon for additional $10.00.  Why didn't she just tell me that 5 minutes before instead of reprimanding about the check in time.  
She then decided to cancel my reservation and told me I would be happier some where else. 
I told her she was rude and I would be reporting her, she said you go right ahead.

Penny Fleming (Manager)  obviously has no prior management experience in a hotel motel setting, she has no customer service skills and definitely is not out to help her guests.",499debbiel,2018-10-28
"I gave this place 3 stars last time I stayed - now it gets one.
The neighborhood is sketchy believe it or not. I pulled up and two homeless people were hanging out in front. 
The front staff barely made eye contact. The manager walked through the lobby barefoot.
The place needs a makeover BADLY. The ceiling tiles are stained and falling down at the front desk area. The entire place is being held together by a string ! One good California earthquake and it’s all going down. 
Super noisy. I was awakened on a Sunday morning at 5:30am by my upstairs neighbor taking a shower. The pipes in my bathroom sounded like they were ready to explode. 
It’s affordable - that’s it. It’s too bad because I’ve stayed at lots of other locations and they have been pretty nice.
",joiinscore44,2018-10-21
"I stayed here after my niece's marriage. Very clean, and we had a wonderful stay. The staff was very nice. We would love to stay here again. Nice place, good price. I wish they had more snack machines, they only had things in the lobby.",jmvlv111,2018-10-15
"The sofa bed in the room did not have a sofa bed mattress but a thin layer of foam.  The area beneath the head of the mattress area was dirty and had rotting food and drink container lids.  The sofa bed sagged and was broken in the middle.  We approached the front desk and asked for assistance to fix the sofa bed and they told us no one is available until the morning so we asked for an alternate room for one night until they could get someone in or a different mattress so our son would have a place to sleep.  The staff told us there was a room available at 4x the original cost we paid for our original room and no other rooms were available.  So we found another hotel that night so our son had a bed to sleep in.  The following morning I spoke to the manager on the phone asking for one night credit (we had three nights booked), and she told me that no one came down to the front desk complaining about a mattress and she called me 30 minutes later telling me the sofa wasn't broken.  I was throughly disappointed by the management of this location.  No one was willing to help us and essentially called us liars about the condition of the sofa bed and wanted to charge us 4x the normally daily rate for one night until they could fix the sofa bed the next day.  My daughter's basketball club stayed at this hotel along with their families.  Based on our experience they will not stay at this hotel ever again they have lost 60-80 paying customers over a four day period.",boisefamily2005,2018-08-02
"They did not give back the deposit of US$ 100.00 demanded from my employee, it was charged on her credit card at the checkin, even her time there had been paid in full and in advance. It was to cover ""possible damages during the stay"". They could ask for some credit card # to as a warranty for extras, but not to charge her and did not give her back the money! It is not a serious relationship. After 8 days (now) She was not formaly answered about some intention to solve it. If you have to go the social medias to have 100 bucks back... Sirs, avoid them.",leoemoga,2018-07-23
"Stayed here after concert. Very clean, and we had a wonderful stay. Staff was very nice. We would gladly stay here again. Nice place, nice price. Wish they had more snack machines, just had stuff in lobby area.",khamlet_11,2018-07-09
"I paid less for this hotel so I knew it wouldn’t be fancy.  It was easy to locate, the breakfast was good, waffles, bagels, yogurt, cereal, eggs, sausage, juices etc.  Our sheets had stains on them.  The pillows were too soft.  Tv stations were mostly Asian and Spanish.  There was a family reunion going on at the hotel but the noise level was ok.  The pool closed about ten or 10:30 (our room over looked the pool).  Checkin was a little slow, parking was free.  It was fine.",Conniemama,2018-07-01
"Stayed at the Quality Inn on Rockfield Blvd in Lake Forest in June for 3 nights and what a fabulous hotel.  From the moment we checked in, Lynda & Penny made us feel like we just returned from a 3 month trip.  Great Room.  Quiet. Breakfast in the morning was great.  Love the Waffles.  Check out was even quicker than checking in.  Jim had my receipt to me before I could close my briefcase.  We'll be back.  Awesome experience.",jeffreyh613,2018-06-25
"I wish i could leave a 0 star...... It was the worst experience of my life. As soon we are entered to the hotel for check-in, front desk was so rude with sarcasm her name is Penny she is the manager is the rudest person I have ever met. We were in shock. There were cockroaches in the room, on the table, in the shower, and on the beds. We had to complain 3 times. The people from the front desk were so rude not helpful to us……how it's possible?! We were so stressful and one my friend just cry because the vacation was spoiled. I never ever in my life didn’t see service like that. Manager Penny she was had no reaction on that, she said:"" it's your problems, something else ?"" We are very disappointed. Stay away from this hotel and manager Penny Fleming, it's the rudest person I ever met in my life.",nataliashipkova1981,2018-06-22
"A reservation problem prior to our stay at Quality Inns & Suites Irvine Spectrum was fixed by the G.M. Penny, pleasantly and professionally in one phone call when Expedia refused to help.  Thanks you!!",mlisscomeau,2018-06-11
"This is by far the best service and priced hotel in Orange County. Penny, Linda and Jim have always taken care of me. The best service around. The staff is professional and friendly. Very hard working and always ready to help. Thank You again. ",jayhY6835HW,2018-05-11
"Good news: It’s affordable-free breakfast-good for a one night stay. McDonalds right next to hotel.

Not-so-good: Needs a make over BADLY. Very outdated. Sheets and toilet paper super low quality. Kind of dirty.

I just needed a quiet safe place to stay after driving all day and it was fine for this. Not a destination hotel.",joiinscore44,2018-02-15
"Penny really made our Monday night so much better. Amazing customer service. We will be staying at this hotel, referring our employees to this hotel, and letting everyone know how amazing their GM is. Thank you Penny!

Taryn",leepP7238SP,2018-01-29
"We've stayed at several Choice Hotel properties in the past, with good service and value.  This hotel is not as nice as any of the others in the brand.  
We looked at this hotel prior to our stay and were shown a nice ""renovated"" room.  When reserving on-line, we requested a ""renovated"" room for 2 people.  Got a room with a broken front door handle, with peeling paint, mold in the shower, rusty shower fixtures, stained carpeting, 2 bath towels and 1 set of very small toiletries.  Asked for extra towels and another shampoo/conditioner; was told we had to wait until morning.  Walkway to the room had safety cones placed around broken, unglued floor tiles that moved.  Breakfast items were very sparse; the scrambled eggs weren't real and the sausages looked pretty bad.  Breakfast cabinet doors were padlocked, which really makes a guest worry about safety/theft in the hotel overall.  Our room had no soundproofing; we could hear everything from next door and the hallway.  We were told when checking out, since we were leaving early, we couldn't be checked out or receive the final bill as reservation was made on-line.  And that a general manager had to OK our bill since we booked on-line, and she wasn't in for awhile.  We've traveled for over 30 years in many hotels in the US and overseas; and have never been told we couldn't be checked out of a hotel.  Very disappointing stay.",L2873NEhollym,2017-11-13
"From the start almost to the finish, our stay here was stellar. Diego at the front desk was very welcoming and cordial during checkin. The hotel lobby and breakfast area are quite large, nicely appointed and very inviting. The room was very nice, absolutely spotless, the bed, in fact the entire room and the lobby appear to have been updated recently. The room was very spacious, in fact, large enough for a sleeper sofa that looked like it would make into a second king size bed. 
The room included a small balcony overlooking the street below. 
The flat screen tv was very nice and functioned flawlessly. 
The refrigerator was standard issue for a motel room, or a small apartment! 
We did not have enough time to experience the swimming pool, or a jacuzzi that we spotted on the ground floor. 
The hotel also has an Oriental Restaurant on site, but, alas, we did not have occasion to experience the restaurant. 
The only reason I didn't give this hotel a 5 was breakfast. The omelet was okay, the sausages were good, but the banner ad in the lobby lead me to believe there would be  a hot waffle available.... wrong. They do have a pancake making machine, but it was very disappointing. Each push of button yielded two thin, pancakes smaller than the palm of my hand. The pancakes were rubbery and difficult to cut with the plastic cutlery provided. There were other options, bagles, bread, etc. some fruit, plenty of juice and coffee; but I'm a fan of a well made waffle and really had my tastebuds ready for  a crisp golden brown waffle. Bummer dude!
All in all, I would stay here again if given the opportunity, but I will probably skip breakfast!",SteveSinBaja1,2017-10-16
"The staff is friendly. Penny And Jim have been extremely helpful. I recommend this location. Close to freeway, attractions, Food and Work. Rooms are clean and the Maids and are very polite and helpful. Thank You again everybody. Many thanks.",W7594YIjayh,2017-09-30
"There is a lot of things that I can say about this hotel. I have  stayed here time in and timeout I work in orange county and it's a perfect location for my business very comfortable relaxing the staff there are really nice,  The front desk people are super nice  and they will always be there to help you with anything, and most of all is Linda the manager she is such a sweetheart she always takes care of me when I'm there.  The rooms are very comfortable  and quiet.",shawndhess,2017-09-29
"My first image impression of this hotel was that it's one of the nicest looking hotel.  When we arrived, our room wasn't even ready.  The bed was not made and I had to call for the maid. However, the office desk was clean and professional looking. I was disappointed in the shower drain.  I pulled out a bunch of long hair, meaning it wasn't removed. Breakfast was ok.  The pop out pancakes on demand was not as good as a typical waffle maker.  The bagel was quite stale.  Not a lot of selection.  The worst part was when my husband was told that he needed to clear out the pool by 10:00 pm. He did not appreciate their poor customer service and advised me to put in his peace of mind on this review. The front desk misinformed me by saying there's no fitness room, but there was one downstairs with a puddle in front.  The spa and bar has been closed. On the plus side, it's next to a McDonald's and across the street from Lake Forest Gateway, where the plaza have lots of restaurants on the go. I will not return.",Ang1370,2017-09-09
"Well this,experience has been the example of the WORST customer service I have been put through in my 15 years as a fitness professional who travels the nation teaching large gym chain staffs the importance of customer service and going the extra mile for the member or guest.

It started earlier in the afternoon when the General Manager, Peggy Fleming was RUDE to a fault, put me on hold multiple times for over 5 minutes, hung up on me, didn't answer the phone when I tried calling back for over 30 minutes only to finally answer and put me on hold again. 

I was calling to confirm my reservation I put on my boss's company card and to make sure that I would not need the card or a waiver to use it again for any other charges that were not explained to me because the GM wouldn't talk to me.

When I arrived after driving 3 hours from San Diego where I live the evening receptionist Fadi explained to me that I needed a credit card for a deposit after seeing him tell the previous guests in front of me that he ""could sneak them in and to not tell his manager Penny."" Unfortunately since I didn't know this information, did not have the card on me, and was not allowed to use the card that my boss left on file because it had to be physically there or some sort of waiver signed. 

**Job Description For Hotel General Manager**
 POSITION SUMMARY: The General manager is responsible for all aspects of operations at the hotel, day-to-day staff management and guests.
Responsible for managing the Hotel's management team (HOD's) and overall hotel procedures (and here's the best part..) and TARGETS TO DELIVER AN EXCELLENT GUEST EXPERIENCE.

E P I C    F A I L !

I had to call another general manager from another one of my gyms who came down and was able to do that for me which I'm extremely grateful for. When she asked Fadi why he was giving such extremely poor, aggressively degrading, and confrontational customer service that she was receiving from him, he became very angry and started yelling at her saying that he can sneak anybody in he wants, he can do what he wants, if he wants to check people in early he can do that and that's it's none of her business. At this point there was a line behind us and the people were in shock for how he was treating her. I don't know if it was his ethnicity, being Middle Eastern, and how he is used to treating women, but it was extremely degrading and not something I can tolerate.

I mean did I just wake up today in the wrong dimension or something because since when are guests of a hotel, or any type of customer at any business treated in this fashion?

I am the District Manager for one of the largest gym chains in the United States and I've never seen this kind of belligerent, hostile, and combative customer service by anyone that I saw these two representatives of Choice Hotels give me and someone who came to help me for their error in my 15 years of experience in the fitness industry. I am appalled by both these individuals, 

If a customer service or guest relations representative from Choice Hotels or Quality Inn Suites doesn't contact me and explain why I deserved to go through this ordeal and treatment and don't fix it, I will go to the corporate offices of each, or as high as I need to, and I will take this up with them and I will make sure that this review gets put on each hotel search engine site and any other hotel and hospitality site, including social media, and expose this type of treatment to your guests by Penny Fleming and Fadi and shared with thousands.

Unbelievable. Stay away.",Chiali75,2017-09-02
"We got there about 10:55pm on a Saturday evening.
Room seemed clean, except for what it seemed a dead mosquito squashed on a bathroom wall.
Beds were really comfortable

Now for the negative stuff:
- We first had to wait in line to get checked in for about 20 minutes.
- We also noticed a lot of spills on the lobby as well as the dining room area.
- The A/C had a weird noise when it when on during the night. Thankfully, my husband and I wear ear plugs so it wasn’t an issue.
- The breakfast setup is not enough for the large crowd on Sunday morning when we got there around 8:30am:
- No eggs
- Only a few slices of white bread
- No decaf
- No coffee
- No tea
- No fruit
- Somebody made the comment they were there around 7am and there was no food then either

My observations:
- The bacon and egg trays are way too small for the large crowd.
- The attendant was gone for long times to get replenishment.
- By the time she replenished the coffee, left to replenish the bread, the coffee was out again.
- A gallon of milk was left on the attendant’s counter. I think it should have been refrigerated.
- Though she finally replenished the bread tray, there was no wheat bread available.
- Perhaps the replenishment of non-cooked goods could be improved by having the products closer to the attendant: breads, fruit, coffee, etc.
- There should be larger trays of bacon and egg available so the food runs out less often, and have it replaced at determined times even if the tray is not empty. Then we don’t run out of food.
- There should be more coffee dispensers.
- And perhaps for the large Sunday crowd, have 2 attendants.

We were glad we were only staying one night!",amk900,2017-08-14
"Bottom line: comfy, nice accommodations, good breakfast, will go again if the need arrises. 
Shocked by hotel sticker shock in the region, we happened upon this one and decided to book it. At this point we were wanting to get as close to our business mtg. as we could and didn't want to have to make a long drive in the middle of morning rush hour. It was a port in a storm. What was surprising was how nice the staff was, quick check in, but did not like that they wanted to copy my driver's license. Illegal in CA. We declined and explained the law and that they could not do it. Verification is one thing but they can't go beyond that. They gave us a very nice room but it was very hot and it took the a.c. a while to cool it down. The bed was comfy, bathroom was clean and the long counter at the sink was very nice for getting organised. The room was clean and comfy. Breakfast was very good. The pancakes were tasty. The morning desk guy would not let me get my paperwork until the time of actual check out. First time I ever experienced that. Not a big deal, but would have preferred to get a copy of the paperwork, load up the car, and drop off the key. It's not that important and we were pleased with the good service and accommodations as mentioned. Will go back for sure in the future.",johntrak,2017-07-22
"When I checked into my room there was a small but adequate desk.  There was no chair to use at the desk.  I guess you did not intend for the desk to be used, because there was no bulb in the desk lamp.  That is really unacceptable.  The room was not ready for guests.  Somebody doesn't care.  I got the chair and the light bulb, but I should not have had to ask.

Next, what's up with only 15 channels on the TV?  I have the cheapest plan at home and have 3 times as many channels.  No cable here?  No movie channels?  No kid friendly channels?  Pretty lame!
I have stayed here a few times, but not again, given the choice of other hotels near here",stu3art,2017-07-11
"We had a bad experience at another hotel and got to this hotel and got into our online room booked quickly. The staff was very pleasant and accommodating. This is not the fanciest hotel but in a good location for food choices and fun. The breakfast is simple with eggs and sausage or bacon in the warmer, pancake maker, toast, bagels, donuts or muffins depending on the day, yogurt, fruit or cereal options. We were satisfied with our stay. ",366sierrat,2017-07-08
"Checked in late evening. Easy to find. Lots of food choices around and there's a Chinese restaurant attached. Free wifi, free parking, free breakfast, free friendly staff. I think I was helped by Penny. The nice lady friend Sydney Australia. At first my key didn't work. I tried a few times then she escorted me to my room to make sure I got in. Awesome customer service. There's a pool to cool off in this summer heat. Opened the door and wow was I surprised. I was expecting low budget sketchy room with things broken down.  Not at all. It's a lot better then a lot of other hotel rooms I've stayed at. Reminds me of a casino hotel room. Marble bathroom countertops, a sofa, large fridge with freezer. Nice wide table with comfy office chair. Nice lighting and aircon. Coffee with green recycle cups. Way to go! Ice bucket with toiletries. Clean wide bed and flat screen. I wish I was staying longer so I can enjoy my room longer. Totally staying here again. It's perfect.  There's a Mc. Donald's just yards away right by the pool. Scored an awesome suite",Jetset18MelM,2017-07-08
"As a business owner this was the most horrible customer service in the world and I have spent the last 33 days traveling the world over 12+ hotels stayed at and this one was the absolutely the worse, I will never come back our recommend this hotel to anyone.",rudyv745,2017-07-03
"I am a local of the area and stayed here over night. The property itself is very old and has been here for many many years. The rooms were not as bad as I thought though as I entered mine. There were a few things in the room that needed fixing or attention, but other than that the room was fine. The front desk employee was very fast and had great customer service. This was the cheaper option out of all the hotels in the area that is why I chose to stay here. In conclusion, I recommend staying here for a short amount of time because of its location to the freeway and the room was clean enough to live with.",Solstice63,2017-06-06
"Clean room & bathroom. Ok pool area. Lots of parking. Noisy AC, loud sounds coming from the walls no idea what they were every time it was turned on. Good phone service. The hotel is being renovated but no inconveniences. Wifi works great. Decent size room. Weird cable channels, fuzzy did not come in clear. Very quiet stay. Good bedding. Complimentary breakfast is ok. Very helpful staff always a plus. ",marzj2017,2017-05-06
"We have stayed in many, MANY hotels and this has to come down as one of the worst.  From the management (Peggy) to housekeeping you feel like you are more in a sanitarium than a hotel.  The rooms are terrible and the breakfast is a 2 at the most. They were mostly proud of their pancake maker. Yes, pancake maker.  You poor in the syrup and it comes out as a pancake... sometimes.  They are great to play frisbee with!",tomcarterprod2016,2017-04-28
