Brampton Flight Centre/Brampton Flying Club,rpas@bramfly.com,905-838-1400,https://www.bramptonflightcentre.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,13691 McLaughlin RD Brampton Ontario L7C 2B2
Buzz Inc.,hello@buzzdroneschool.com,310-666-7462,https://www.buzzdroneschool.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1601 N Sepulveda Blvd Manhattan Beach 090266
C2 DroneWorx,wickman11@yahoo.ca,226-456-9764,https://www.c2droneworx.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1312 Waterwheel RD London Ontario N5X 0J2
Calgary Drone Academy,grant@uavertical.com,587-998-2148,https://uavertical.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,PO Box 32085 Calgary Alberta T2X 0X4
Canadian Aerial Support Academy,patrick@aerialsupport.ca,613-219-8446,https://www.aerialsupport.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,641 Bathgate Dr suite 201 Ottawa Ontario K1K 3Y3
Canadian Drone Consulting Inc.,canadiandroneconsulting@gmail.com,780-982-8878,https://www.cadroneconsulting.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,Box 680 Millet Alberta T0C 1Z0
Canadian Drone Institute,info@thecanadiandroneinstitute.com,1-866-209-7214,https://thecanadiandroneinstitute.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,623 Fortune CRES Kingston Ontario K7P 0I5
Canadian Drone School,grant@calgarydrone.ca,587-998-2148,https://uavertical.com1/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"PO Box 32085, Silverado Calgary Alberta T2X 0X4"
Canadian Flyers International Inc.,y.dai@canadianflyers.com,647-996-9491,https://canadianflyers.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2833 16th Ave Markham Ontario L3R 0P8
Canadian UAVs,sean.greenwood@canadianuavs.ca,1-800-710-0730,https://canadianuavs.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,6732 8th St NE Calgary Alberta T2E 8M4
Canadian Unmanned Inc.,info@canadianunmanned.com,403-580-8008,http://canadianunmanned.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,PO BOX 21031 Medicinne Hat Alberta T1A 8M3
Canadrone Inspection & Imaging Services Inc.,info@canadrones.ca,1-888-777-1055,http://www.canadrones.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,11 Eaglmere Dr Winnipeg Manitoba R2K 4K3
Candrone / Heli Video Pros,Rich@candrone.com,1-866-824-1031,https://candrone.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2999 Underhill AVE Vancouver British Columbia V5A 3C2
Canfly Drones,marc@canflydrones.com,780-405-5935,https://www.canflydrones.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,12428 109 Avenue Edmonton Alberta T5M 2E5
Capital Drone Training Centre,info@capitaldrone.ca,819-665-1341,https://www.capitaldronetrainingcentre.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,577 Somerset St W Ottawa Ontario K1R 5J4
CE Strategies Inc.,training@cestrategies.ca,807-285-0530,https://www.cestrategies.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"Unit 203, 8a Cumberland Street North Thunder Bay Ontario P7A 4K9"
Centre québécois de formation aéronautique (CQFA),jlaroche@cqfa.ca,418-673-3421,http://www.cqfa.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1 L'Aéroport ST Dorval Quebec G0V 1L0
City Hova Inc,info@cityhova.com,1-888-464-4682,https://www.cityhova.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,A-286 Charlton Ave W Hamilton Ontario L8P 2E5
Clarion Drone Academy,bruce@clariondrones.com,519-804-1058,https://www.clariondrones.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,115 Ardelt AVE Kitchener Ontario N2C 2E1
Clear Sky Aerial,clayton.rutberg@clearskyaerial.ca,403-331-4628,https://www.clearskyaerial.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2132 Cottonwood Drive Coaldale Alberta T1M 0A6
Coastal Drone Co.,ian@coastaldrone.co,604-928-4535,http://coastaldrone.co/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,13734 104 AVE Surrey British Columbia V3T 4H4
Collège iFly,info@iflycollege.ca,418-643-4013,https://www.iflycollege.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"706, 7è avenue de l’Aéroport Québec Quebec G2G 2T6"
Combined Workplace Safety Consulting Inc.,info@combinedworkplacesafety.ca,800-381--423,https://www.combinedworkplacesafetyconsulting.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,PO Box 87 Lac La Hache British Columbia V0K 1T0
Ctrl - 12372266 Canada Inc.,chris@goctrl.ca,437-230-7145,https://www.goctrl.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,51 Harrison Ave Guelph Ontario N1H5K3
CTS Tek Inc.,info@ctstek.ca,613-888-2901,http://www.ctstek.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,132 Winding River Rise Calgary Alberta T3Z 3T5
D-Labs Aerospace,Info@d-labs.ca,416-356-1295,https://www.d-labs.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,19 Partridge CIR Woodbridge Ontario L4L 3X2
DecisionWorks Consulting Inc,Heather.sorensen@decisionworks.ca,204-292-4456,https://www.decisionworks.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,26 Chase Drive East St Paul Manitoba R2E 0H6
Digital Content Solutions Inc.,info@DCSdigital.ca,416-301-2750,https://www.dcsdigital.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,49A Holborne AVE Toronto Ontario M4C 2P8
Don Drones On,DonDronesOn@gmail.com,613-327-8914,http://www.dondroneson.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,11 Red Oaks Trail Stittsville Ontario K2S 1E2
Dorval Aviation,info@dorvalaviation.com,514-633-7186,https://dorvalaviation.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,202-9025 Av Ryan Dorval Quebec H9P 1A2
Dragon Air UAS Canada Ltd.,brianriddell1@rogers.com,519-740-7900,https://www.dragonairuas.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,153 Harwood Rd. Cambridge Ontario N1S 4R9
Drone AB,droneab@tlb.sympatico.ca,819-860-0194,https://www.droneab.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"109, chemin de la Baie-de-la-Paix Val-d’Or Quebec J9P 4N7"
Drone Academy Canada,caswellaviation@shaw.ca,403-703-1136,https://droneacademycanada.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,11 Bridlecreek Terrace SW Calgary Alberta T2Y 3N7
Drone Académie,info@droneacademie.ca,438-377-3318,https://droneacademie.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,4302 La Fontaine Montréal Quebec H1V 1N8
Drone Action 360,slaurin@droneaction360.ca,1-844-519-4184,https://www.droneaction360.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,85 Saint-Charles ST W Longueuil Quebec J4H 1C5
Drone Air,Info@droneairtoday.com,,https://www.droneairtoday.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,35 Doran Rd Midhurst Ontario L9X 1L3
Drone Box Production,DRONEBOX.CA@GMAIL.COM,438-275-7693,https://www.dronebox.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2014 de Chambly ST Montreal Quebec H1W 3J4
DRONE FX CANADA,ANDREW@DRONEFXCANADA.COM,587-988-4017,https://www.dronefxcanada.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,39 Snowbird Cresent Leduc Alberta T7X 3N3
Drones View Canada,Dronesviewcanada@gmail.com,519-574-9799,https://www.dronesview.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,51-60 Arkel Rd Guelph Ontario N1L0N8
DRONETECHNIC BVLOS & VLOS,mlizotte@total.net,514-814-7665,https://www.dronetechnic.net/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,6 Guevremont Varennes Quebec J3X 1R2
DroneXperts,Jeannot.Brousseau@dronexperts.com,418-476-3007,https://www.dronexperts.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2059 avenue Branly AVE Quebec Quebec G1N 4C7
Dynamic Drone,info@dynamicdrone.ca,204-272-9800,https://www.dynamicdrone.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,Box 621 0 Winnipeg Beach Manitoba R0C 3G0
Eagle's Eye Drones & training,info@eagleseye-drones.com,780-485-7613,https://eagleseye-drones.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,10824 -85 Ave Edmonton Alberta T6H 1P8
Earth & Sky Geomatics,info@earthandskygeomatics.ca,403-614-4823,https://www.earthandskygeomatics.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,252 Hidden Circle 0 Calgary Alberta T3A 5G7
Elevation Droneworks,fly@elevationdrone.ca,306-533-7938,https://www.elevationdrone.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,138 Brockelbank Crescent Regina Saskatchewan S4R 6J8
Exo Drone (9090436 Canada Inc.),benoit@exodrone.com,450-664-0505,http://www.exodrone.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,4025 Leman BLVD Laval Quebec H7E 1A2
"Fanshawe College, School of Aviation Technology",RPAS@fanshawec.ca,519-452-4277,https://www.fanshawec.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1000 Air Canada RD London Ontario N5V 3S4
FlytBox Aerial Solutions Inc.,maxime@flytbox.ca,902-292-3737,https://www.flytbox.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"Unit 201, 26 Akerley Drive Dartmouth Nova Scotia B3B 1E4"
Fusion Aeroworks Inc.,mlizotte@total.net,416-333-7904,https://www.fusionaeroworks.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,Unit 1 - 61 Telson Rd Markham Ontario L3R 1E4
"G. Raymond Chang School of Continuing Education, Ryerson University",a2brinsm@ryerson.ca,416-979-5035,https://ce-online.ryerson.ca/ce/default.aspx,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,297 Victoria ST Toronto Ontario M5B 2K3
G.D.G Environnement,drone@gdg.ca,819-373-3097,https://www.gdg.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,430 Rue St-Laurent Trois-Rivières Quebec G8T 6H3
Gilchrist Aeronautics,hello@gilchristaeronautics.com,647-694-5524,https://www.gilchristaeronautics.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,40 Kenway RD Etobicoke Ontario M8X 3W8
Globe Hawk Drones,info@globehawksurvey.com,1-204-998-9997,https://www.globehawkdrones.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,407 Helicopter DR Winnipeg Manitoba R1A3P7
Great Lakes Helicopter Corp.,info@glheli.ca,877-648-3732,https://glheli.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,4685 Fountain St. N. Cambridge Ontario N3H 4R6
HarvsAir (pilottraining.ca),adam@harvsair.com,204-326-2434,http://harvsair.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,Box 1056 Steinbach Manitoba R5G 1M8
Helios UAV,info@heliosuav.com,450-600-0635,http://www.heliosuav.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,980 de l'Express Terrebonne Quebec J6W 6K9
High In The Sky Drone Services,groundschool@hitsdrone.com,780-835-9482,https://hitsdrone.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,10607 106 Street Fairview Alberta TOH 1LO
HighCloud Solutions Télépilotées inc,info@highcloud.ca,450-915-1188,https://www.highcloud.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,106 Place Todoro Cowansville Quebec J2K 3G6
Hummingbird Drones Inc.,info@flysmarttraining.ca,250-857-5411,https://flysmarttraining.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,302-560 Johnson Street Victoria British Columbia V8W 3C6
I/Drone Montreal,info@idronemontreal.com,450-512-2358,http://idronemontreal.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"21, montée Major Laval Quebec H7N 4R9"
IN-FLIGHT Data Inc.,chris@inflightdata.ca,403-512-8805,http://www.inflightdata.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2 Winters Way Okotoks Alberta T1S 1W9
Indigenous Aerospace Corp.,Jacob.taylor@indigenousaerospace.com,705-868--155,https://indigenousaerospace.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1574 Chiefswood Road Ohsweken Ontario N0A 1M0
Indro Robotics Inc.,contact@indrorobotics.com,250-931-3933,https://www.indrorobotics.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,100 - 334 Upper Ganges RD Salt spring island British Columbia V8K 1R7
ING Robotic Aviation Inc.,ian.glenn@ingrobotic.com,1-855-464-8287,http://ingrobotic.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1455 Youville DR Ottawa Ontario K1C 6Z7
Interlake Drone Service,info@interlakedrones.com,204-802-0181,https://interlakedrones.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,12 Loch Woods Drive Box 228 Camp Morton Manitoba R0C 0M0
IRC Building Sciences Group,uav@ircgroup.com,519-239-4829,https://www.ircgroup.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2121 Argentia Road Mississauga Ontario L5N 2X4
ITPS Canada Limited,Mick@itpscanada.com,519-457-3625,http://www.itpscanada.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2410 Blair BLVD London Ontario N5V 3Z9
Journey Air Ltd.,robert.harkness@journeyair.com,519-969-3232,https://www.journeyair.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2800 Hayes Road Windsor Ontario N8W 1Z4
Kadam Aero,info@kadamaero.ca,226-750-2328,https://kadamaero.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,41 Ellison Ave Beeton Ontario L0G 1A0
KoptR Image,info@koptrimage.com,450-813-7733,http://www.koptrimage.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2335 L'Aéroport ST St-Mathieu-de-Beloeil Quebec J3G 0C9
Langley Flying School,administration@langleyflyingschool.com,604-532-6461,http://www.langleyflyingschool.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"Unit 110, 5385, 216 Street Langley British Columbia V2Y 2N3"
LinxUAV,c.sthilaire@linxuav.ca,204-998-9997,https://linxuav.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,18 Howard Crescent Barrie Ontario L4M 2L8
LU-CARIS (Lakehead University),caris@lakeheadu.ca,807-346-7743,https://www.lakeheadu.ca/academics/departments/nrm/research/facilities/lucaris,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,955 Oliver RD Thunder Bay Ontario P7B 5E1
M3 Drone Training Zone Inc.,m3aerial@gmail.com,204-800-0220,https://www.m3aerial.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,Suite 300 330 St Mary Ave Winnipeg Manitoba R3C 3Z5
Map Tech Inc.,info@maptech.ca,403-910-5504,https://www.maptech.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1 Robinson DR Okotoks Alberta TlS1C3
Microdrones Canada Inc.,michel.lizotte@microdrones.com,1-866-874-3566,https://www.microdrones.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2911 RUE Du Meunier Vaudreuil-Dorion Quebec J7V 8P2
MIR Aviation,miraviation@shaw.ca,587-349-3690,http://miraviation.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,156 Silver Brook Calgary Alberta T3B 3J1
Mitchinson Flight Centre,info@flymitchinson.com,306-244-6714,https://www.flymitchinson.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2620 Thayer AVE Saskatoon Saskatchewan S7L 651
Mohawk college of Applied Arts and Technology,cetechology@mohawkcollege.ca,905-575-2203,https://www.mohawkcollege.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,135 Fennell AVE W Hamilton Ontario L9C 0E5
New Brunswick Community College,humanresources@nbcc.ca,506-462-5012,https://www.nbcc.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,284 Smythe ST Fredericton New Brunswick E3B 3C9
New Vista Aerial Services,eadieranch@gmail.com,403-704-3008,https://www.newvistaaerialservices.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,Box 971 Rimbey Alberta T0C 2J0
Nova Scotia Community College,Julia.Brandwin-Glait@nscc.ca,902-491-4258,https://www.nscc.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,5685 Leads Street Halifax Nova Scotia B3K 2T3
